accession,seq_len,epitope_density,n_epitope_residues,model_family,method,auroc,auprc,precision_at_k
P01012,386,0.4481865284974093,173,Baseline (04),integrated_gradients,0.6730983201715108,0.6795601649538673,0.589595377445221
P01012,386,0.4481865284974093,173,Baseline (04),random_mean,0.5065157806181986,0.46013702336922835,0.451791909635067
A0ABQ9K8B4,208,0.5480769230769231,114,Baseline (04),attention_weights,0.4750839865621501,0.5190778848671356,0.5438596606254578
A0ABQ9K8B4,208,0.5480769230769231,114,Baseline (04),integrated_gradients,0.398749533407988,0.5146799193031233,0.4649122953414917
A0ABQ9K8B4,208,0.5480769230769231,114,Baseline (04),random_mean,0.5036011571481896,0.564259606278736,0.5504385951161385
O65318,276,0.5869565217391305,162,Baseline (04),attention_weights,0.41737058696123025,0.53338580268806,0.5493826866149902
O65318,276,0.5869565217391305,162,Baseline (04),integrated_gradients,0.3025232835174355,0.4604794408662859,0.4691357910633087
O65318,276,0.5869565217391305,162,Baseline (04),random_mean,0.4995716915746155,0.59544985215512,0.5879012382030487
Q09097,43,0.5581395348837209,24,Baseline (04),attention_weights,0.37061403508771934,0.47004911295947316,0.4583333432674408
Q09097,43,0.5581395348837209,24,Baseline (04),integrated_gradients,0.6885964912280702,0.7643058645070017,0.625
Q09097,43,0.5581395348837209,24,Baseline (04),random_mean,0.5054605263157895,0.5981778302890016,0.5575000041723251
Q96VP3,108,0.8703703703703703,94,Baseline (04),attention_weights,0.5448328267477204,0.8563830022348603,0.8829787373542786
Q96VP3,108,0.8703703703703703,94,Baseline (04),integrated_gradients,0.5121580547112462,0.8424567278684439,0.9042553305625916
Q96VP3,108,0.8703703703703703,94,Baseline (04),random_mean,0.5052735562310031,0.876956263754482,0.8709574621915818
O81341,312,0.3525641025641026,110,Baseline (04),attention_weights,0.311971197119712,0.2568072846804147,0.11818181723356247
O81341,312,0.3525641025641026,110,Baseline (04),integrated_gradients,0.3378037803780378,0.262625314657151,0.19090908765792847
O81341,312,0.3525641025641026,110,Baseline (04),random_mean,0.49826597659765975,0.3626250468127195,0.35409090876579286
Q40960,312,0.5897435897435898,184,Baseline (04),attention_weights,0.41792629076086957,0.535229537768661,0.5489130616188049
Q40960,312,0.5897435897435898,184,Baseline (04),integrated_gradients,0.4257387907608696,0.5326379490764122,0.570652186870575
Q40960,312,0.5897435897435898,184,Baseline (04),random_mean,0.5018215013586956,0.5975546986915381,0.5904347801208496
Q9AT26,275,0.16363636363636364,45,Baseline (04),attention_weights,0.37797101449275367,0.1287855820860055,0.04444444552063942
Q9AT26,275,0.16363636363636364,45,Baseline (04),integrated_gradients,0.4171980676328503,0.13272407338150588,0.04444444552063942
Q9AT26,275,0.16363636363636364,45,Baseline (04),random_mean,0.4924521739130435,0.17505106679707455,0.16066667091101408
P43214,122,0.45081967213114754,55,Baseline (04),attention_weights,0.5172320217096337,0.5236491150953742,0.4363636374473572
P43214,122,0.45081967213114754,55,Baseline (04),integrated_gradients,0.6008141112618723,0.5203920722661712,0.5636363625526428
P43214,122,0.45081967213114754,55,Baseline (04),random_mean,0.5097503392130257,0.4764836745197586,0.45727272689342496
Q7M1X6,32,0.53125,17,Baseline (04),attention_weights,0.3803921568627451,0.4752976097933168,0.47058823704719543
Q7M1X6,32,0.53125,17,Baseline (04),integrated_gradients,0.4627450980392157,0.5305598752902747,0.47058823704719543
Q7M1X6,32,0.53125,17,Baseline (04),random_mean,0.4921960784313726,0.5737831730940608,0.5288235473632813
Q71SP0,157,0.3630573248407643,57,Baseline (04),attention_weights,0.5547368421052631,0.5323185842356609,0.42105263471603394
Q71SP0,157,0.3630573248407643,57,Baseline (04),integrated_gradients,0.5066666666666666,0.39523776353888845,0.42105263471603394
Q71SP0,157,0.3630573248407643,57,Baseline (04),random_mean,0.5003719298245614,0.379917709281329,0.3666666662693024
Q17ST3,339,0.3215339233038348,109,Baseline (04),attention_weights,0.41424012764260076,0.2680873672551739,0.23853211104869843
Q17ST3,339,0.3215339233038348,109,Baseline (04),integrated_gradients,0.4745113681691264,0.2997931743810464,0.24770642817020416
Q17ST3,339,0.3215339233038348,109,Baseline (04),random_mean,0.4965133625847626,0.3299885034292345,0.31917431205511093
P56164,320,0.203125,65,Baseline (04),attention_weights,0.269079939668175,0.13486894661007337,0.03076923079788685
P56164,320,0.203125,65,Baseline (04),integrated_gradients,0.30606334841628957,0.14161197506472392,0.015384615398943424
P56164,320,0.203125,65,Baseline (04),random_mean,0.4946666666666666,0.2133094526807248,0.19753846466541292
Q40240,307,0.1465798045602606,45,Baseline (04),attention_weights,0.3541136556403732,0.10815953833784217,0.02222222276031971
Q40240,307,0.1465798045602606,45,Baseline (04),integrated_gradients,0.4076335877862595,0.11627330384227058,0.02222222276031971
Q40240,307,0.1465798045602606,45,Baseline (04),random_mean,0.498852417302799,0.1594546437822319,0.14733333714306354
Q9FPR0,303,0.3234323432343234,98,Baseline (04),attention_weights,0.28242906918865107,0.22549394635235046,0.0714285746216774
Q9FPR0,303,0.3234323432343234,98,Baseline (04),integrated_gradients,0.42354405176704824,0.2730763684252549,0.27551019191741943
Q9FPR0,303,0.3234323432343234,98,Baseline (04),random_mean,0.5049303135888502,0.3393411523025484,0.3293877562880516
Q40237,339,0.45722713864306785,155,Baseline (04),attention_weights,0.34446002805049086,0.3873728571087789,0.3032258152961731
Q40237,339,0.45722713864306785,155,Baseline (04),integrated_gradients,0.510273492286115,0.47255327445169787,0.4903225898742676
Q40237,339,0.45722713864306785,155,Baseline (04),random_mean,0.5000399719495091,0.46500727143399856,0.4588387084007263
P82946,55,0.2727272727272727,15,Baseline (04),attention_weights,0.49166666666666664,0.32533254461421246,0.20000000298023224
P82946,55,0.2727272727272727,15,Baseline (04),integrated_gradients,0.7050000000000001,0.5045293204747855,0.46666666865348816
P82946,55,0.2727272727272727,15,Baseline (04),random_mean,0.50255,0.32896789561662537,0.281333342269063
Q1M2P5,131,0.3816793893129771,50,Baseline (04),attention_weights,0.40987654320987654,0.3196168552612675,0.2800000011920929
Q1M2P5,131,0.3816793893129771,50,Baseline (04),integrated_gradients,0.5649382716049383,0.4427746521269693,0.4399999976158142
Q1M2P5,131,0.3816793893129771,50,Baseline (04),random_mean,0.5011580246913581,0.4001162434341844,0.38520000100135804
P43187,205,0.07317073170731707,15,Baseline (04),attention_weights,0.4715789473684211,0.07837910512384857,0.06666667014360428
P43187,205,0.07317073170731707,15,Baseline (04),integrated_gradients,0.1105263157894737,0.04262492186183349,0.0
P43187,205,0.07317073170731707,15,Baseline (04),random_mean,0.5042175438596491,0.0974433969402376,0.06666666962206363
P10414,73,0.2054794520547945,15,Baseline (04),attention_weights,0.49885057471264366,0.26807039707249536,0.13333334028720856
P10414,73,0.2054794520547945,15,Baseline (04),integrated_gradients,0.5183908045977011,0.3079664216677438,0.2666666805744171
P10414,73,0.2054794520547945,15,Baseline (04),random_mean,0.4953333333333333,0.24581229968552532,0.2073333403468132
Q94424,176,0.17045454545454544,30,Baseline (04),attention_weights,0.3988584474885845,0.1396433624830925,0.03333333507180214
Q94424,176,0.17045454545454544,30,Baseline (04),integrated_gradients,0.49931506849315066,0.24202742952283962,0.20000000298023224
Q94424,176,0.17045454545454544,30,Baseline (04),random_mean,0.5036712328767123,0.1940864932753251,0.175000004991889
L7N6F8,90,0.6222222222222222,56,Baseline (04),attention_weights,0.4380252100840336,0.5945843608191084,0.5714285969734192
L7N6F8,90,0.6222222222222222,56,Baseline (04),integrated_gradients,0.41859243697478987,0.5831135380133303,0.625
L7N6F8,90,0.6222222222222222,56,Baseline (04),random_mean,0.5040598739495799,0.6415727271952157,0.6216071456670761
O23972,264,0.09848484848484848,26,Baseline (04),attention_weights,0.3474466709760827,0.07241309572783881,0.0
O23972,264,0.09848484848484848,26,Baseline (04),integrated_gradients,0.4458629605688429,0.08898230121514664,0.07692307978868484
O23972,264,0.09848484848484848,26,Baseline (04),random_mean,0.4878733031674208,0.11369744209598787,0.08961538661271334
A0A8I6Y8H3,290,0.04482758620689655,13,Baseline (04),attention_weights,0.5012496528742016,0.048518682243734276,0.0
A0A8I6Y8H3,290,0.04482758620689655,13,Baseline (04),integrated_gradients,0.5168008886420439,0.05348293101401466,0.0
A0A8I6Y8H3,290,0.04482758620689655,13,Baseline (04),random_mean,0.48202166064981955,0.060546830530645676,0.05000000163912773
Q93WP9,290,0.16551724137931034,48,Baseline (04),attention_weights,0.29338842975206614,0.11276628028814989,0.02083333395421505
Q93WP9,290,0.16551724137931034,48,Baseline (04),integrated_gradients,0.3198174931129477,0.11634934135455366,0.02083333395421505
Q93WP9,290,0.16551724137931034,48,Baseline (04),random_mean,0.4967605027548208,0.17864733246602874,0.167291666790843
K6Z7N7,151,0.24503311258278146,37,Baseline (04),attention_weights,0.3383119962067331,0.18306239873661534,0.13513512909412384
K6Z7N7,151,0.24503311258278146,37,Baseline (04),integrated_gradients,0.36984352773826457,0.1885224802626627,0.054054055362939835
K6Z7N7,151,0.24503311258278146,37,Baseline (04),random_mean,0.49740872451398777,0.2699833519399142,0.24513513531535863
K7AKU0,380,0.11842105263157894,45,Baseline (04),attention_weights,0.44099502487562187,0.10428893513222068,0.08888889104127884
K7AKU0,380,0.11842105263157894,45,Baseline (04),integrated_gradients,0.6588391376451077,0.22923232284276707,0.2666666805744171
K7AKU0,380,0.11842105263157894,45,Baseline (04),random_mean,0.49745339966832497,0.1298897239660841,0.12022222571074963
K7AES0,374,0.2967914438502674,111,Baseline (04),attention_weights,0.3906073373753982,0.26792915487562496,0.2522522509098053
K7AES0,374,0.2967914438502674,111,Baseline (04),integrated_gradients,0.6523824204432569,0.504874018952084,0.4324324429035187
K7AES0,374,0.2967914438502674,111,Baseline (04),random_mean,0.5007738156407359,0.30689103039017357,0.2999099078774452
K7B086,246,0.26422764227642276,65,Baseline (04),attention_weights,0.5523161920951976,0.283360435329034,0.29230770468711853
K7B086,246,0.26422764227642276,65,Baseline (04),integrated_gradients,0.27989800254993624,0.18150712290776744,0.0923076942563057
K7B086,246,0.26422764227642276,65,Baseline (04),random_mean,0.5023229919252019,0.2774709272795251,0.26492308497428896
K6Z6I9,434,0.1382488479262673,60,Baseline (04),attention_weights,0.3491532976827095,0.09999894837622064,0.01666666753590107
K6Z6I9,434,0.1382488479262673,60,Baseline (04),integrated_gradients,0.6186274509803922,0.17445946768335358,0.15000000596046448
K6Z6I9,434,0.1382488479262673,60,Baseline (04),random_mean,0.5057295008912656,0.15309341343862923,0.14716667048633097
K6ZY35,71,0.704225352112676,50,Baseline (04),attention_weights,0.4533333333333333,0.6884776183544847,0.6600000262260437
K6ZY35,71,0.704225352112676,50,Baseline (04),integrated_gradients,0.3333333333333334,0.624245577247532,0.6600000262260437
K6ZY35,71,0.704225352112676,50,Baseline (04),random_mean,0.488704761904762,0.7188527859044233,0.7010000067949295
K7AFJ3,663,0.11312217194570136,75,Baseline (04),attention_weights,0.49154195011337876,0.10861860524377717,0.06666667014360428
K7AFJ3,663,0.11312217194570136,75,Baseline (04),integrated_gradients,0.5147845804988662,0.14572775571924665,0.1599999964237213
K7AFJ3,663,0.11312217194570136,75,Baseline (04),random_mean,0.5027145124716553,0.12179519084374732,0.11333333339542151
K6ZXS1,201,0.29850746268656714,60,Baseline (04),attention_weights,0.3600472813238771,0.25749502143592295,0.21666666865348816
K6ZXS1,201,0.29850746268656714,60,Baseline (04),integrated_gradients,0.4620567375886525,0.3210866229748496,0.36666667461395264
K6ZXS1,201,0.29850746268656714,60,Baseline (04),random_mean,0.48823049645390065,0.3060374196536466,0.2838333371281624
K7AJI4,83,0.3614457831325301,30,Baseline (04),attention_weights,0.5150943396226415,0.3844925990764942,0.2666666805744171
K7AJI4,83,0.3614457831325301,30,Baseline (04),integrated_gradients,0.40062893081761003,0.319873530026616,0.3333333432674408
K7AJI4,83,0.3614457831325301,30,Baseline (04),random_mean,0.49682389937106924,0.38907083355161054,0.3650000077486038
K7B082,133,0.22556390977443608,30,Baseline (04),attention_weights,0.2928802588996764,0.16252378013582758,0.06666667014360428
K7B082,133,0.22556390977443608,30,Baseline (04),integrated_gradients,0.32168284789644014,0.1647667074081991,0.03333333507180214
K7B082,133,0.22556390977443608,30,Baseline (04),random_mean,0.4943559870550162,0.24866643778266428,0.21700000569224356
K6ZY00,287,0.17770034843205576,51,Baseline (04),attention_weights,0.4405117979395148,0.16835936452051287,0.1568627506494522
K6ZY00,287,0.17770034843205576,51,Baseline (04),integrated_gradients,0.505317381189764,0.17558351892993795,0.1764705926179886
K6ZY00,287,0.17770034843205576,51,Baseline (04),random_mean,0.5018677301429046,0.19478044228516656,0.1792156909406185
K7AFA4,70,0.21428571428571427,15,Baseline (04),attention_weights,0.5466666666666666,0.23429506825017662,0.13333334028720856
K7AFA4,70,0.21428571428571427,15,Baseline (04),integrated_gradients,0.336969696969697,0.16515451842048834,0.06666667014360428
K7AFA4,70,0.21428571428571427,15,Baseline (04),random_mean,0.492230303030303,0.2506403329599587,0.20133334055542945
K7AJI8,111,0.13513513513513514,15,Baseline (04),attention_weights,0.3881944444444444,0.11760485964212063,0.06666667014360428
K7AJI8,111,0.13513513513513514,15,Baseline (04),integrated_gradients,0.2638888888888889,0.10347155411748145,0.06666667014360428
K7AJI8,111,0.13513513513513514,15,Baseline (04),random_mean,0.4980624999999999,0.16569629018673818,0.12600000463426114
K6ZY75,107,0.14018691588785046,15,Baseline (04),attention_weights,0.43623188405797103,0.1229417702446054,0.0
K6ZY75,107,0.14018691588785046,15,Baseline (04),integrated_gradients,0.6326086956521739,0.19095298624781848,0.20000000298023224
K6ZY75,107,0.14018691588785046,15,Baseline (04),random_mean,0.5072173913043478,0.17720569186362298,0.14266667194664479
K6Z6R1,83,0.3614457831325301,30,Baseline (04),attention_weights,0.5132075471698113,0.38403255278355464,0.4333333373069763
K6Z6R1,83,0.3614457831325301,30,Baseline (04),integrated_gradients,0.259748427672956,0.258186035624969,0.13333334028720856
K6Z6R1,83,0.3614457831325301,30,Baseline (04),random_mean,0.4908301886792452,0.3847269810644407,0.3503333410620689
K7AEU1,437,0.034324942791762014,15,Baseline (04),attention_weights,0.3864139020537125,0.029232236877409012,0.0
K7AEU1,437,0.034324942791762014,15,Baseline (04),integrated_gradients,0.5606635071090047,0.049505802126849116,0.0
K7AEU1,437,0.034324942791762014,15,Baseline (04),random_mean,0.5141216429699842,0.04774849218123127,0.039333335161209106
V5LU01,386,0.3911917098445596,151,Baseline (04),attention_weights,0.44756939551923347,0.38471288221869615,0.3509933650493622
V5LU01,386,0.3911917098445596,151,Baseline (04),integrated_gradients,0.5696773284486403,0.492593872945865,0.4503311216831207
V5LU01,386,0.3911917098445596,151,Baseline (04),random_mean,0.5026585881358321,0.4017114756851026,0.393841058909893
A0A140KPR6,343,0.4489795918367347,154,Baseline (04),attention_weights,0.4748161891019034,0.44707565987862696,0.4350649416446686
A0A140KPR6,343,0.4489795918367347,154,Baseline (04),integrated_gradients,0.5269016697588126,0.493836166148919,0.4610389471054077
A0A140KPR6,343,0.4489795918367347,154,Baseline (04),random_mean,0.4999226963512679,0.4568595923744912,0.4479870119690895
A0A9D4SG87,490,0.061224489795918366,30,Baseline (04),attention_weights,0.4334782608695652,0.054461466431405516,0.06666667014360428
A0A9D4SG87,490,0.061224489795918366,30,Baseline (04),integrated_gradients,0.5221014492753624,0.0716785026661762,0.06666667014360428
A0A9D4SG87,490,0.061224489795918366,30,Baseline (04),random_mean,0.5033000000000001,0.07314519906280474,0.06533333595842122
A0A6P6YF71,188,0.2925531914893617,55,Baseline (04),attention_weights,0.5483253588516747,0.3334531916392458,0.30909091234207153
A0A6P6YF71,188,0.2925531914893617,55,Baseline (04),integrated_gradients,0.38796992481203,0.23732104883188798,0.16363635659217834
A0A6P6YF71,188,0.2925531914893617,55,Baseline (04),random_mean,0.5070827067669174,0.3169347299723569,0.30036363393068316
A0A9D4NSS2,643,0.16329704510108864,105,Baseline (04),attention_weights,0.5508585590369978,0.19027130478840393,0.20000000298023224
A0A9D4NSS2,643,0.16329704510108864,105,Baseline (04),integrated_gradients,0.4753584705257568,0.15365378698856852,0.15238095819950104
A0A9D4NSS2,643,0.16329704510108864,105,Baseline (04),random_mean,0.49839139670738186,0.1705370384534129,0.16238095693290233
A0A922HZT4,253,0.3359683794466403,85,Baseline (04),attention_weights,0.5081232492997199,0.32533795008073707,0.3294117748737335
A0A922HZT4,253,0.3359683794466403,85,Baseline (04),integrated_gradients,0.39915966386554624,0.27248188486270863,0.25882354378700256
A0A922HZT4,253,0.3359683794466403,85,Baseline (04),random_mean,0.49935154061624654,0.3521930029443008,0.3322353036701679
A0A6P6XZL9,125,0.184,23,Baseline (04),attention_weights,0.30221653878942883,0.13276713173493382,0.08695652335882187
A0A6P6XZL9,125,0.184,23,Baseline (04),integrated_gradients,0.32864450127877237,0.13764118992189994,0.08695652335882187
A0A6P6XZL9,125,0.184,23,Baseline (04),random_mean,0.5029156010230179,0.21340427565675604,0.18043478135019542
A0A922LAY9,571,0.06129597197898424,35,Baseline (04),attention_weights,0.505223880597015,0.06664893646003252,0.05714285746216774
A0A922LAY9,571,0.06129597197898424,35,Baseline (04),integrated_gradients,0.6367803837953092,0.09084650502052832,0.08571428805589676
A0A922LAY9,571,0.06129597197898424,35,Baseline (04),random_mean,0.4985735607675905,0.07338222634873948,0.06914285834878683
A0A5J6DDQ3,272,0.05514705882352941,15,Baseline (04),attention_weights,0.36731517509727624,0.04355415008640218,0.0
A0A5J6DDQ3,272,0.05514705882352941,15,Baseline (04),integrated_gradients,0.37094682230869,0.05046983844666277,0.06666667014360428
A0A5J6DDQ3,272,0.05514705882352941,15,Baseline (04),random_mean,0.49550713359273674,0.07075101632436633,0.05800000295042992
A0A411P9B7,250,0.08,20,Baseline (04),attention_weights,0.08195652173913044,0.044996832370278225,0.0
A0A411P9B7,250,0.08,20,Baseline (04),integrated_gradients,0.5995652173913044,0.0964704611665223,0.05000000074505806
A0A411P9B7,250,0.08,20,Baseline (04),random_mean,0.4996891304347827,0.09946460585993165,0.07750000149011611
Q8RYC0,306,0.4444444444444444,136,Baseline (04),attention_weights,0.4850778546712803,0.4148623591907371,0.45588234066963196
Q8RYC0,306,0.4444444444444444,136,Baseline (04),integrated_gradients,0.38391003460207607,0.36107188956792635,0.3970588147640228
Q8RYC0,306,0.4444444444444444,136,Baseline (04),random_mean,0.4936085640138408,0.4473211259705392,0.4407352927327156
Q91X17,642,0.05451713395638629,35,Baseline (04),attention_weights,0.5863026594492823,0.06956141302009113,0.05714285746216774
Q91X17,642,0.05451713395638629,35,Baseline (04),integrated_gradients,0.6575664862320546,0.07556575717714983,0.02857142873108387
Q91X17,642,0.05451713395638629,35,Baseline (04),random_mean,0.5041981642739468,0.06503390880738903,0.05314285797998309
P02668,190,0.15789473684210525,30,Baseline (04),attention_weights,0.42666666666666664,0.13132621035492006,0.03333333507180214
P02668,190,0.15789473684210525,30,Baseline (04),integrated_gradients,0.5674999999999999,0.18269946241890692,0.20000000298023224
P02668,190,0.15789473684210525,30,Baseline (04),random_mean,0.49879062500000004,0.17828618780441288,0.15966667123138906
Q9ET47,871,0.02066590126291619,18,Baseline (04),attention_weights,0.7594112283444054,0.044258637785825644,0.0
Q9ET47,871,0.02066590126291619,18,Baseline (04),integrated_gradients,0.6429594893838739,0.028550467431348453,0.0
Q9ET47,871,0.02066590126291619,18,Baseline (04),random_mean,0.49873453171811905,0.025988567128778416,0.01500000011175871
P13634,261,0.04980842911877394,13,Baseline (04),attention_weights,0.4692928039702233,0.05538156418902607,0.07692307978868484
P13634,261,0.04980842911877394,13,Baseline (04),integrated_gradients,0.24627791563275436,0.03721084091204564,0.07692307978868484
P13634,261,0.04980842911877394,13,Baseline (04),random_mean,0.5088430521091811,0.07328082721482411,0.06307692535221576
A2BHD2,171,0.08771929824561403,15,Baseline (04),attention_weights,0.39871794871794874,0.09250147727220029,0.13333334028720856
A2BHD2,171,0.08771929824561403,15,Baseline (04),integrated_gradients,0.3303418803418804,0.06492010697650549,0.0
A2BHD2,171,0.08771929824561403,15,Baseline (04),random_mean,0.486042735042735,0.10745764755307105,0.08000000350177289
A0A482E933,221,0.08597285067873303,19,Baseline (04),attention_weights,0.4233976029181865,0.07526721253470159,0.05263157933950424
A0A482E933,221,0.08597285067873303,19,Baseline (04),integrated_gradients,0.5458572173006774,0.09788220377698183,0.05263157933950424
A0A482E933,221,0.08597285067873303,19,Baseline (04),random_mean,0.49972381448671177,0.10803155442586572,0.08736842043697834
Q40963,284,0.5492957746478874,156,MTL (05),residue_head,0.7657752403846154,0.8041591206883071,0.7307692170143127
Q40963,284,0.5492957746478874,156,MTL (05),attention_weights,0.24008413461538464,0.40166567177192836,0.3910256326198578
Q40963,284,0.5492957746478874,156,MTL (05),integrated_gradients,0.4412059294871795,0.4800971857592124,0.5384615659713745
Q40963,284,0.5492957746478874,156,MTL (05),random_mean,0.4989758613782051,0.5585535759805507,0.5489102590084076
Q9XF24,301,0.6478405315614618,195,MTL (05),residue_head,0.9322689888727624,0.9576060424129659,0.8871794939041138
Q9XF24,301,0.6478405315614618,195,MTL (05),attention_weights,0.15500725689404932,0.4677675575289297,0.4923076927661896
Q9XF24,301,0.6478405315614618,195,MTL (05),integrated_gradients,0.4017900338655056,0.5474323054601506,0.6461538672447205
Q9XF24,301,0.6478405315614618,195,MTL (05),random_mean,0.49580309627479435,0.6514207303730469,0.6447692519426346
Q40962,286,0.513986013986014,147,MTL (05),residue_head,0.7060637204522097,0.7000851680914753,0.6326530575752258
Q40962,286,0.513986013986014,147,MTL (05),attention_weights,0.3276073019135712,0.40192973342166793,0.41496598720550537
Q40962,286,0.513986013986014,147,MTL (05),integrated_gradients,0.3413106249694122,0.40340105180646113,0.4353741407394409
Q40962,286,0.513986013986014,147,MTL (05),random_mean,0.5018244995840062,0.5220885517025073,0.5169387766718865
P22286,307,0.749185667752443,230,MTL (05),residue_head,0.7372670807453415,0.8240443693329107,0.865217387676239
P22286,307,0.749185667752443,230,MTL (05),attention_weights,0.23811405985319029,0.6062670223005533,0.7043478488922119
P22286,307,0.749185667752443,230,MTL (05),integrated_gradients,0.3433653303218521,0.6344083786906463,0.739130437374115
P22286,307,0.749185667752443,230,MTL (05),random_mean,0.4953608130999435,0.7512349090548247,0.7481304335594178
A0A6A6KLF9,151,0.9668874172185431,146,MTL (05),residue_head,0.3657534246575342,0.9652316149628237,0.965753436088562
A0A6A6KLF9,151,0.9668874172185431,146,MTL (05),attention_weights,0.6301369863013698,0.9830282059236715,0.965753436088562
A0A6A6KLF9,151,0.9668874172185431,146,MTL (05),integrated_gradients,0.11369863013698628,0.9201656324477056,0.965753436088562
A0A6A6KLF9,151,0.9668874172185431,146,MTL (05),random_mean,0.5031917808219178,0.9671901898472218,0.96705480158329
O81342,295,0.6,177,MTL (05),residue_head,0.8049411088767595,0.8428187960475451,0.790960431098938
O81342,295,0.6,177,MTL (05),attention_weights,0.30427080340898205,0.48122884745220945,0.4858756959438324
O81342,295,0.6,177,MTL (05),integrated_gradients,0.35191037058316577,0.49027278339707775,0.5480226278305054
O81342,295,0.6,177,MTL (05),random_mean,0.49691372211050466,0.6062115098821641,0.598022598028183
A0A834K244,251,0.549800796812749,138,MTL (05),residue_head,0.6011927664486341,0.603369813115519,0.6159420013427734
A0A834K244,251,0.549800796812749,138,MTL (05),attention_weights,0.5485443119148391,0.5671818619789926,0.5579710006713867
A0A834K244,251,0.549800796812749,138,MTL (05),integrated_gradients,0.3467359240733615,0.4429070369678998,0.4420289993286133
A0A834K244,251,0.549800796812749,138,MTL (05),random_mean,0.4988880338591767,0.557142035043221,0.5478260761499405
P02229,151,0.9006622516556292,136,MTL (05),residue_head,0.8754901960784314,0.9856040206202853,0.9264705777168274
