accession,seq_len,epitope_density,n_epitope_residues,model_family,method,auroc,auprc,precision_at_k,ig_scores_json
P01012,386,0.4481865284974093,173,MTL (05 frozen),residue_head,0.6357838747320145,0.580230647561109,0.5549132823944092,
P01012,386,0.4481865284974093,173,MTL (05 frozen),attention_weights,0.34641374257103313,0.36493767044049186,0.3179190754890442,
P01012,386,0.4481865284974093,173,MTL (05 frozen),integrated_gradients,0.6504382751227984,0.67389391190258,0.5664739608764648,"[21.484283447265625,8.395259857177734,6.728818893432617,9.372994422912598,4.978481769561768,6.136890411376953,4.973971366882324,4.404608726501465,5.649968147277832,6.484925270080566,4.990713596343994,4.9256720542907715,5.437814235687256,5.7827863693237305,2.8134779930114746,5.0103325843811035,5.299067974090576,5.731422424316406,2.7903075218200684,5.775575637817383,2.9629065990448,3.961599826812744,4.154838562011719,3.3423900604248047,10.613261222839355,9.034566879272461,13.755440711975098,7.215824127197266,6.614067077636719,6.171500205993652,7.014914512634277,7.711791038513184,7.63057279586792,7.894338130950928,9.4943208694458,11.506071090698242,8.547979354858398,6.4100446701049805,7.450620174407959,3.655993938446045,6.887192726135254,6.631744384765625,14.951223373413086,9.140039443969727,10.823774337768555,7.292713165283203,5.793944358825684,8.055898666381836,4.57039213180542,4.816620826721191,5.825396537780762,3.984652280807495,2.9922196865081787,3.8089451789855957,2.1793670654296875,4.008622169494629,4.28763484954834,3.2010741233825684,3.597048282623291,3.948777675628662,5.045875072479248,2.992985248565674,2.44355845451355,6.205621719360352,3.159348964691162,3.92582106590271,4.429478645324707,3.3049139976501465,4.206640243530273,4.361749172210693,3.8807692527770996,3.8247108459472656,2.8772544860839844,4.7047553062438965,4.527432441711426,3.8226120471954346,2.43082594871521,4.374907970428467,3.2502479553222656,4.163854122161865,3.1421427726745605,5.688173294067383,5.178508281707764,4.767820835113525,2.8531267642974854,5.438614368438721,3.614264488220215,1.9669404029846191,2.398746967315674,2.0111513137817383,2.0859017372131348,4.218962669372559,2.9840097427368164,4.223524570465088,1.714200496673584,2.1652989387512207,2.705543279647827,2.7412827014923096,2.535250186920166,2.758605718612671,1.897757649421692,1.4551405906677246,2.4128589630126953,2.3142879009246826,2.362171173095703,3.08981990814209,3.12103271484375,2.2261528968811035,2.146000862121582,1.9689310789108276,2.2497222423553467,2.8804965019226074,4.025608539581299,2.008960008621216,2.6697354316711426,3.647080421447754,1.9795024394989014,2.3335609436035156,1.714595079421997,2.4432220458984375,3.1083924770355225,1.7602839469909668,2.4914844036102295,1.897078037261963,1.4658043384552002,2.6681275367736816,2.9326577186584473,2.153717041015625,2.0721564292907715,1.5065832138061523,1.9263887405395508,2.7310240268707275,1.1851006746292114,1.4573359489440918,2.0243160724639893,1.906033992767334,3.4473233222961426,1.5797109603881836,1.6606909036636353,1.5291814804077148,2.172701835632324,1.9670557975769043,3.000795841217041,1.8967722654342651,1.338988184928894,1.2410870790481567,1.2934538125991821,1.5823571681976318,4.556020736694336,2.254605293273926,2.116410255432129,1.6402935981750488,2.0665197372436523,3.2784183025360107,1.46864914894104,2.2779836654663086,1.9300200939178467,2.267728805541992,3.0354175567626953,2.908026933670044,2.960994243621826,1.7864242792129517,2.3238110542297363,2.894395589828491,2.011106014251709,1.7899904251098633,2.1124095916748047,2.2227988243103027,1.2370989322662354,2.1240410804748535,2.7161037921905518,1.4734896421432495,2.3999521732330322,2.4528284072875977,2.7359700202941895,2.3314812183380127,1.7905795574188232,1.5080692768096924,1.8457744121551514,2.2002410888671875,2.352550506591797,1.7106640338897705,2.379589557647705,1.7836817502975464,2.8501973152160645,1.8665807247161865,1.6214382648468018,1.3734365701675415,1.8113672733306885,1.5172159671783447,1.422273874282837,1.6711559295654297,1.4826079607009888,2.350358009338379,1.8799285888671875,1.2390339374542236,1.7117385864257812,3.470116376876831,2.6495532989501953,2.720942735671997,1.856431007385254,2.181558609008789,1.9640703201293945,2.021070957183838,1.9112751483917236,1.2833495140075684,1.3663966655731201,2.8921921253204346,1.9458225965499878,2.056044340133667,1.5148968696594238,1.6143308877944946,2.628544807434082,2.0836398601531982,1.0007139444351196,1.9808955192565918,1.1060287952423096,2.2319185733795166,2.6890509128570557,2.3764026165008545,1.022257924079895,1.8283201456069946,1.5321749448776245,0.9509484767913818,1.5848029851913452,1.7491860389709473,2.042412281036377,1.7833635807037354,2.0312812328338623,1.167693018913269,1.2040314674377441,3.002969741821289,1.2030150890350342,2.914635181427002,2.7374000549316406,1.921068787574768,2.439444065093994,2.6786417961120605,3.277975082397461,2.6474061012268066,2.057204246520996,2.1851441860198975,1.3602157831192017,1.5569241046905518,1.1240019798278809,1.0708035230636597,2.5011959075927734,1.7803082466125488,2.141819953918457,1.6182169914245605,1.777527928352356,1.7159028053283691,1.07283616065979,1.9766463041305542,2.198211669921875,1.05915105342865,2.210944652557373,1.7157645225524902,1.1738979816436768,1.1787458658218384,1.717769980430603,2.722905158996582,2.065401315689087,1.5521961450576782,1.5483523607254028,2.425536870956421,2.1909313201904297,3.2281999588012695,2.5836758613586426,1.3116623163223267,1.2642229795455933,1.9331169128417969,1.581934928894043,2.186392307281494,1.8509130477905273,1.8352309465408325,2.479219436645508,1.408673882484436,1.1965653896331787,1.488089919090271,1.4471715688705444,2.935352325439453,1.3849414587020874,1.7958004474639893,2.907667636871338,1.8606314659118652,1.9131174087524414,2.0257222652435303,2.070751428604126,2.090327262878418,2.5044608116149902,3.1386613845825195,1.4211626052856445,1.4730021953582764,2.2385237216949463,1.9167439937591553,1.9281916618347168,2.6104447841644287,2.8305118083953857,2.1264238357543945,2.9791929721832275,1.6221239566802979,1.880033254623413,2.2442219257354736,3.291196346282959,1.6227247714996338,2.7042903900146484,2.3113114833831787,2.1321961879730225,2.0172388553619385,1.2582985162734985,1.6281893253326416,1.4915893077850342,1.7189710140228271,1.4265263080596924,1.2547818422317505,1.6091787815093994,1.5206639766693115,1.090623378753662,1.7170578241348267,1.3436301946640015,1.2722769975662231,1.4301809072494507,1.046399474143982,1.3455719947814941,1.948953628540039,1.0164778232574463,1.866548776626587,1.9955322742462158,1.0043001174926758,1.0469131469726562,2.1169772148132324,1.0141206979751587,1.4371370077133179,1.1886669397354126,1.5476292371749878,1.562009334564209,1.1142759323120117,1.609503984451294,2.8950390815734863,1.440847635269165,1.409777283668518,1.3958752155303955,1.3084242343902588,1.260199785232544,1.0919134616851807,1.5499250888824463,1.2997691631317139,1.4323687553405762,1.6464526653289795,1.682962417602539,1.5997121334075928,1.438889980316162,1.2323614358901978,1.9239985942840576,1.1233115196228027,1.4393892288208008,1.4402261972427368,2.6439995765686035,2.4759140014648438,0.9421985149383545,1.4679679870605469,2.139472484588623,1.858738660812378,2.6575534343719482,1.819791555404663,2.943671226501465,1.8045728206634521,1.321563482284546,2.229689836502075,2.082253932952881,1.2552924156188965,1.8110125064849854,2.931048631668091,2.1724607944488525,1.0928819179534912,1.3279542922973633,1.3408944606781006,2.8413891792297363,2.7581262588500977,1.8146588802337646,2.184906005859375,2.2336061000823975,2.860626220703125,1.5111932754516602,3.1815991401672363]"
P01012,386,0.4481865284974093,173,MTL (05 frozen),occlusion,0.6015631360416837,0.5587086746904478,0.5491329431533813,
P01012,386,0.4481865284974093,173,MTL (05 frozen),random_mean,0.4988379603245678,0.45735397279960127,0.44855491489171984,
A0ABQ9K8N2,204,0.4411764705882353,90,MTL (05 frozen),residue_head,0.7318713450292398,0.6379927169823598,0.6777777671813965,
A0ABQ9K8N2,204,0.4411764705882353,90,MTL (05 frozen),attention_weights,0.40614035087719297,0.40338844338283636,0.3444444537162781,
A0ABQ9K8N2,204,0.4411764705882353,90,MTL (05 frozen),integrated_gradients,0.4895711500974659,0.42341566692407423,0.42222222685813904,"[30.728893280029297,15.523253440856934,18.76732635498047,11.782609939575195,7.568540573120117,7.839044094085693,7.523298263549805,5.807589530944824,10.212503433227539,4.653481483459473,9.852224349975586,9.30575180053711,4.028393745422363,4.585798263549805,10.990893363952637,5.2615766525268555,8.48966121673584,3.225165843963623,3.8183858394622803,5.303310871124268,5.307290077209473,9.260173797607422,3.5847716331481934,5.14780330657959,10.035957336425781,4.004724025726318,11.1184663772583,4.568109512329102,4.0965423583984375,3.5636003017425537,6.4350996017456055,4.1855998039245605,6.091336727142334,2.9765138626098633,7.578845977783203,6.079904079437256,5.725086688995361,3.5873522758483887,4.613053321838379,6.8867082595825195,3.4084386825561523,6.722372531890869,7.8577470779418945,5.3813347816467285,3.189220428466797,11.325665473937988,2.956535577774048,3.5103025436401367,4.239010810852051,3.770603656768799,3.9134681224823,3.114928722381592,8.373274803161621,3.410583257675171,3.3705592155456543,3.945742607116699,3.931593418121338,5.82410192489624,4.158659934997559,6.358852863311768,6.636830806732178,3.538848876953125,4.2202959060668945,4.21061372756958,4.063854694366455,2.765455961227417,3.1321303844451904,7.525973320007324,7.137378692626953,2.6791775226593018,8.579944610595703,6.863183975219727,3.4302821159362793,3.9445066452026367,8.436552047729492,3.042102813720703,2.990631103515625,3.0243868827819824,2.8448235988616943,2.7199344635009766,3.0385899543762207,7.074295997619629,3.782602310180664,3.5404415130615234,2.827413320541382,4.588057518005371,4.469908714294434,3.701707124710083,3.816498279571533,6.939524173736572,5.478504180908203,3.560025691986084,2.8095946311950684,2.7628254890441895,5.092982292175293,2.905179977416992,4.902643203735352,3.27449893951416,5.247837066650391,2.635847568511963,5.231093406677246,8.25790023803711,3.1439051628112793,6.140900135040283,7.139251708984375,4.175583362579346,3.5123672485351562,3.1059603691101074,5.68621301651001,4.619073867797852,2.847626209259033,3.5780951976776123,3.2430224418640137,3.661123275756836,7.561923980712891,4.103155612945557,3.3791980743408203,3.114044189453125,3.3385934829711914,5.427958965301514,4.429694175720215,3.4848132133483887,2.765108585357666,7.325314044952393,3.245490074157715,3.9665868282318115,3.9461827278137207,2.8139572143554688,3.0189032554626465,3.043292760848999,4.006252765655518,4.533125877380371,7.788601398468018,2.691054344177246,4.0509748458862305,5.88805627822876,6.037644386291504,3.6602978706359863,4.573113441467285,4.0646820068359375,2.6341707706451416,3.594634771347046,3.332404613494873,2.8813390731811523,2.307952880859375,3.790477991104126,6.0221662521362305,2.388871192932129,5.895726203918457,2.171630382537842,3.1536316871643066,4.60054349899292,5.446127891540527,3.573915481567383,2.7018651962280273,2.6939587593078613,3.3737330436706543,3.35152530670166,3.469740867614746,5.105776786804199,3.750023365020752,2.6995773315429688,3.7439777851104736,5.257467269897461,5.282729625701904,3.7330496311187744,3.7463912963867188,6.455255031585693,4.486677169799805,3.652830123901367,7.08143424987793,3.2665212154388428,3.2661917209625244,5.949029445648193,2.9867119789123535,3.8584392070770264,4.205224990844727,3.1608662605285645,4.580404281616211,3.6872622966766357,4.1070356369018555,5.775847434997559,3.3261094093322754,2.891575336456299,2.8121426105499268,3.0293617248535156,2.523665428161621,5.475335121154785,2.3558783531188965,2.0982723236083984,4.62994909286499,2.957469940185547,3.1288902759552,4.323703765869141,3.1001667976379395,3.3211467266082764,5.214833736419678,2.797520160675049,5.462874889373779,2.4411864280700684,3.9807896614074707,3.5954537391662598,3.4012837409973145,2.255063056945801]"
A0ABQ9K8N2,204,0.4411764705882353,90,MTL (05 frozen),occlusion,0.5495614035087719,0.4684366142535521,0.47777777910232544,
A0ABQ9K8N2,204,0.4411764705882353,90,MTL (05 frozen),random_mean,0.5083625730994151,0.46341072357525476,0.44622222661972044,
P27762,397,0.04030226700251889,16,MTL (05 frozen),residue_head,0.8618766404199476,0.18318054321169322,0.1875,
P27762,397,0.04030226700251889,16,MTL (05 frozen),attention_weights,0.33825459317585305,0.02977851321916714,0.0,
P27762,397,0.04030226700251889,16,MTL (05 frozen),integrated_gradients,0.40862860892388453,0.033654996975424525,0.0,"[16.21133041381836,5.323956489562988,4.177953720092773,7.269252777099609,4.331780433654785,2.2809619903564453,2.6727402210235596,4.603358268737793,2.681337356567383,1.6134274005889893,3.4137253761291504,3.3232452869415283,2.654561758041382,1.6092066764831543,2.653440237045288,1.659172534942627,1.943274736404419,2.37290620803833,1.8900526762008667,2.6627514362335205,1.448073387145996,1.3337953090667725,7.240866661071777,2.135913372039795,1.4545884132385254,3.938166618347168,2.1384127140045166,1.735093116760254,2.249985694885254,2.025066614151001,1.9921472072601318,1.2884361743927002,1.5906457901000977,1.2634600400924683,2.0035512447357178,1.2272454500198364,1.3678903579711914,1.6187686920166016,0.6031380891799927,0.6220501065254211,0.9696840047836304,0.7899816036224365,0.9378551840782166,0.9190409183502197,3.245360851287842,1.6999766826629639,0.7411805391311646,1.3294739723205566,1.0039364099502563,1.3668122291564941,1.5376896858215332,1.5548059940338135,1.5327556133270264,3.7184391021728516,2.288166046142578,1.1279549598693848,2.724605083465576,0.9109693169593811,1.8154430389404297,1.665273904800415,2.4931325912475586,0.829407274723053,1.9959404468536377,1.0338189601898193,1.4438486099243164,0.8858725428581238,1.2260711193084717,1.9957423210144043,1.721781849861145,2.0366992950439453,3.0573551654815674,1.1070810556411743,1.4640827178955078,0.937553882598877,1.656691312789917,0.9928690195083618,2.0803918838500977,1.0657957792282104,1.4715917110443115,2.077989101409912,1.4671696424484253,1.0511882305145264,1.3218193054199219,1.9293311834335327,1.1816778182983398,1.1428627967834473,2.2532753944396973,3.31605863571167,1.9752236604690552,1.068864345550537,1.303267002105713,0.9300092458724976,0.8466254472732544,1.067453145980835,0.7973861694335938,0.8023554086685181,0.8801308870315552,1.4003006219863892,1.263600468635559,1.216881275177002,1.3865472078323364,1.2548818588256836,1.1817045211791992,1.560835599899292,0.8990635871887207,0.5772272348403931,1.2012139558792114,1.6468400955200195,0.7967023849487305,0.9126538038253784,0.7604567408561707,0.59963059425354,1.4714196920394897,0.9201579093933105,1.9576438665390015,1.0059833526611328,2.726588726043701,0.7473844289779663,0.8690787553787231,1.7416234016418457,0.8769160509109497,1.26265549659729,1.0276567935943604,1.0554347038269043,0.8644390106201172,0.9188506603240967,1.73030424118042,0.713762640953064,0.7872356176376343,0.7950797080993652,0.9718323349952698,0.922829270362854,0.7718820571899414,0.6013477444648743,0.695857048034668,0.685282826423645,1.5172274112701416,0.7119500637054443,0.8289921283721924,0.9218779802322388,1.1036992073059082,0.48588359355926514,0.6551067233085632,0.6516093015670776,0.7656763792037964,0.7141033411026001,0.8408340215682983,1.093609094619751,0.6200442910194397,1.2324717044830322,1.519181489944458,1.2047605514526367,1.2323272228240967,1.1814792156219482,0.7816864848136902,0.7457476258277893,1.4463741779327393,1.203306794166565,1.7086420059204102,1.4400724172592163,1.086258888244629,1.1967099905014038,1.26906418800354,1.6617889404296875,1.5879952907562256,1.4867500066757202,1.555922269821167,0.9754784107208252,0.9187556505203247,2.0236988067626953,0.9270511865615845,1.1280698776245117,0.7969365119934082,1.1385259628295898,0.8099217414855957,0.9860718250274658,1.1038947105407715,1.0723915100097656,0.8074076175689697,1.09072744846344,0.7194315195083618,0.7539541125297546,0.8433363437652588,0.9221964478492737,0.8877286314964294,0.7752323150634766,0.9285417795181274,0.839163064956665,0.9290364384651184,0.7893872261047363,1.982480764389038,0.6071729063987732,0.8018732666969299,0.9164906144142151,1.0957086086273193,1.0636489391326904,0.6021483540534973,1.3678275346755981,2.9380013942718506,0.9304231405258179,0.7716182470321655,1.3546222448349,0.9886406660079956,1.0392475128173828,1.3776662349700928,1.1644034385681152,2.880718946456909,1.0707499980926514,1.2531285285949707,2.2966573238372803,1.870725393295288,1.2724494934082031,0.986249566078186,0.9606162309646606,0.9018675088882446,0.8435331583023071,1.0789527893066406,1.1581172943115234,2.0857596397399902,0.7882198691368103,0.8456724882125854,1.8526439666748047,0.8201583623886108,1.288825273513794,3.1210074424743652,1.9169901609420776,0.7610933184623718,0.968569278717041,2.764281749725342,0.8519576787948608,0.9418984651565552,0.8293393850326538,0.8081172704696655,0.84115070104599,1.5250740051269531,0.9942374229431152,1.681430459022522,0.8465285301208496,2.442052125930786,2.458092212677002,0.9370934963226318,0.9233971834182739,1.0336363315582275,1.011035442352295,0.8293851017951965,0.7404499053955078,1.0479505062103271,0.9692473411560059,0.8251203298568726,0.937543511390686,0.7259560823440552,1.878867745399475,1.225149154663086,0.843280553817749,1.1115802526474,0.8016037940979004,0.8819258809089661,1.0889503955841064,2.019747734069824,1.0270230770111084,0.7393847107887268,0.6723166704177856,0.7427167296409607,1.9719023704528809,1.1405692100524902,1.0934172868728638,1.3085639476776123,0.7460006475448608,1.1455309391021729,0.7383220791816711,0.7677861452102661,1.8882732391357422,0.7639412879943848,0.6090795397758484,1.2375844717025757,0.6487272381782532,0.6377507448196411,1.476182460784912,0.606010913848877,1.255817174911499,0.8260373473167419,1.1359397172927856,1.134921669960022,0.7153385877609253,0.5903468132019043,0.8417238593101501,0.9076873064041138,0.709525465965271,1.512135624885559,2.035724639892578,0.9005991816520691,0.7330535054206848,1.74410080909729,0.8701739311218262,1.1062668561935425,1.645167589187622,0.7090017795562744,0.8535445928573608,0.8023413419723511,0.9700730443000793,0.6551473140716553,0.6226580142974854,0.735234260559082,1.0791691541671753,0.6937382221221924,0.7421610355377197,0.5887429714202881,0.4474901258945465,0.6852932572364807,0.7478281855583191,0.5779738426208496,0.7325252294540405,1.020082950592041,0.8024968504905701,0.5573335886001587,1.2906622886657715,1.9086823463439941,1.1973100900650024,1.171419620513916,1.5343073606491089,0.926996648311615,0.796710729598999,0.8611544370651245,0.7473419904708862,1.2261985540390015,1.0288112163543701,1.104698657989502,0.8181382417678833,1.4336960315704346,0.7134295105934143,0.9083210229873657,0.7926216125488281,2.0568037033081055,0.9110766649246216,1.8038591146469116,1.7586727142333984,0.8953215479850769,2.5110135078430176,0.8550471067428589,2.2298502922058105,0.9224581718444824,0.885034441947937,0.7282774448394775,0.6881959438323975,0.9281126260757446,0.831418514251709,0.8364960551261902,0.9399750232696533,0.7998840808868408,1.0241681337356567,0.5875647068023682,1.1675617694854736,1.3078957796096802,1.0905189514160156,0.5623343586921692,0.6507999897003174,1.3881011009216309,0.6812576651573181,0.8828239440917969,1.564372181892395,0.8428925275802612,0.7356917262077332,0.7724449634552002,0.6434098482131958,1.2475347518920898,1.3015196323394775,0.7957713007926941,0.7142903804779053,1.0039852857589722,2.321634531021118,2.360653877258301,1.5711548328399658,0.8001044392585754,1.1442651748657227,1.2845847606658936,1.1153980493545532,1.0880517959594727,2.765526056289673,0.9657329320907593,0.9589058756828308,1.4812664985656738,0.8611713647842407,0.8034282326698303,2.4648051261901855,0.6291525363922119,0.5300559997558594,0.9829236268997192,0.7138521671295166,0.7519423365592957,0.7719470262527466,1.9743504524230957,0.8030693531036377,1.456470012664795,1.3556803464889526,0.9280978441238403,1.3149358034133911,2.082430362701416]"
P27762,397,0.04030226700251889,16,MTL (05 frozen),occlusion,0.5129593175853019,0.04015971905349538,0.0,
P27762,397,0.04030226700251889,16,MTL (05 frozen),random_mean,0.4968487532808398,0.05079448331631818,0.033125,
O65457,394,0.04060913705583756,16,MTL (05 frozen),residue_head,0.7628968253968254,0.09356980868114959,0.125,
O65457,394,0.04060913705583756,16,MTL (05 frozen),attention_weights,0.47585978835978837,0.03899767356040289,0.0,
